Index,Company,Product,TypeName,Inches,OpSys,Price_euros,SSD_Memory_GB,HDD_Memory_GB,Weight_kg,Ram_GB,ScreenResolution_px,Cpu_Type,Cpu_Frequency_GHz,Gpu_Type
403,Lenovo,ThinkPad E580,Notebook,15.6,Windows 10,1229.56,256,0,2.1,8,1920x1080,Intel Core,1.8,AMD Radeon
404,Lenovo,ThinkPad L470,Notebook,14.0,Windows 10,938.0,256,0,1.9,8,1920x1080,Intel Core,2.5,Intel HD
405,Dell,Precision M5520,Workstation,15.6,Windows 10,2712.0,256,0,1.78,8,3840x2160,Intel Core,2.8,Nvidia Quadro
406,Lenovo,Thinkpad X1,Ultrabook,14.0,Windows 10,2625.0,1024.0,0,1.13,16,2560x1440,Intel Core,2.7,Intel HD
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,306.0,0,1024.0,2.2,4,1366x768,Intel Celeron,1.1,Intel HD
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Windows 10,1529.0,256,1024.0,2.9,16,1920x1080,Intel Core,2.8,Nvidia GeForce
409,Lenovo,ThinkPad E580,Notebook,15.6,Windows 10,1144.5,256,1024.0,2.1,8,1920x1080,Intel Core,1.6,AMD Radeon
410,Acer,Aspire 7,Notebook,15.6,Linux,879.0,256,0,2.5,8,1920x1080,Intel Core,2.8,Nvidia GeForce
411,MSI,GE73VR 7RF,Gaming,17.3,Windows 10,2249.0,256,1024.0,2.8,16,1920x1080,Intel Core,2.8,Nvidia GeForce
412,Asus,Zenbook 3,Ultrabook,14.0,Windows 10,1873.0,512,0,1.10,8,1920x1080,Intel Core,2.7,Intel HD
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Windows 10,1747.0,512,0,1.2,16,1920x1080,Intel Core,2.5,Intel HD
414,Dell,Latitude 7480,Ultrabook,14.0,Windows 10,1680.0,512,0,1.36,8,1920x1080,Intel Core,2.8,Intel HD
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,409.0,0,500,2.2,4,1920x1080,Intel Core,2,Intel HD
417,Lenovo,ThinkPad P51,Workstation,15.6,Windows 10,1925.0,512,0,2.67,8,1920x1080,Intel Core,2.8,Nvidia Quadro
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,Windows 10,1943.0,512,0,1.7,8,2560x1440,Intel Core,2.8,Nvidia GeForce
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Windows 10,469.0,0,1024.0,2.1,4,1920x1080,Intel Core,2,AMD Radeon
420,Acer,Aspire R7,2 in 1 Convertible,13.3,Windows 10,789.01,256,0,1.6,8,1920x1080,Intel Core,2.5,Intel HD
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Windows 10,928.0,256,0,1.27,8,1920x1080,Intel Core,2.5,Intel HD
422,Dell,Inspiron 3567,Notebook,15.6,Linux,598.9,256,0,2.3,4,1920x1080,Intel Core,2.5,AMD Radeon
423,Dell,Latitude 3380,Notebook,13.3,Windows 10,689.0,128,0,1.65,4,1366x768,Intel Core,2,Intel HD
424,HP,EliteBook 1040,Ultrabook,14.0,Windows 10,1500.0,256,0,1.43,8,1920x1080,Intel Core,2.5,Intel HD
425,Dell,Inspiron 3567,Notebook,15.6,Windows 10,539.95,0,1024.0,2.14,8,1366x768,Intel Core,2.5,Intel HD
426,Lenovo,ThinkPad E480,Ultrabook,14.0,Windows 10,1215.38,256,0,1.75,8,1920x1080,Intel Core,1.8,AMD Radeon
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Windows 10,1899.0,512,0,2,16,3840x2160,Intel Core,2.8,Nvidia GeForce
429,HP,ProBook 650,Notebook,15.6,Windows 10,1427.0,256,0,2.31,8,1920x1080,Intel Core,2.9,Intel HD
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Linux,597.0,0,1024.0,2.3,8,1920x1080,Intel Core,2.4,Nvidia GeForce
431,Dell,Alienware 17,Gaming,17.3,Windows 10,2799.0,256,1024.0,4.42,16,2560x1440,Intel Core,2.9,Nvidia GeForce
432,Dell,Inspiron 7577,Gaming,15.6,Windows 10,1159.0,128,1024.0,2.62,8,1920x1080,Intel Core,2.8,Nvidia GeForce
433,Dell,Inspiron 5570,Notebook,15.6,Windows 10,1142.4,256,2048.0,2.02,8,1920x1080,Intel Core,1.8,AMD Radeon
434,Dell,Latitude 5480,Ultrabook,14.0,Linux,1099.0,256,0,1.6,8,1920x1080,Intel Core,2.8,Intel HD
435,HP,Omen 17-w207nv,Gaming,17.3,Windows 10,1999.0,256,1024.0,3.35,12,1920x1080,Intel Core,2.8,Nvidia GeForce
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,Windows 10,299.0,32,0,1.16,4,1920x1080,Intel Celeron,1.1,Intel HD
438,Lenovo,Thinkpad 13,Notebook,13.3,Windows 10,1010.0,256,0,1.4,8,1920x1080,Intel Core,2.7,Intel HD
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,Windows 10,599.0,128,0,1.7,4,1920x1080,Intel Core,2.7,Intel HD
440,Lenovo,Thinkpad T570,Workstation,15.6,Windows 10,2445.0,512,0,2.3,16,3840x2160,Intel Core,2.8,Nvidia GeForce
441,Lenovo,Thinkpad P51,Notebook,15.6,Windows 10,2449.0,512,0,2.5,16,1920x1080,Intel Core,2.9,Nvidia Quadro
442,Asus,Rog Strix,Gaming,17.3,Windows 10,1695.0,256,1024.0,3.2,8,1920x1080,AMD Ryzen,3.2,AMD Radeon
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Windows 10,347.0,0,500,2.1,4,1366x768,Intel Celeron,1.6,Intel HD
444,Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,2199.0,512,0,1.1,16,2400x1600,Intel Core,1.3,Intel HD
445,Lenovo,ThinkPad T470s,Ultrabook,14.0,Windows 10,2382.0,512,0,1.32,24,2560x1440,Intel Core,2.7,Intel HD
446,Asus,VivoBook Max,Notebook,15.6,Linux,559.0,256,0,2,4,1920x1080,Intel Core,2.5,Intel HD
447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,Windows 10,519.0,0,1024.0,2.8,8,1600x900,AMD A6-Series,2.5,AMD Radeon
448,Dell,Inspiron 5570,Notebook,15.6,Windows 10,749.0,256,0,2.2,4,1920x1080,Intel Core,1.6,AMD Radeon
449,Lenovo,ThinkPad X270,Ultrabook,12.5,Windows 10,1429.0,256,0,1.36,8,1920x1080,Intel Core,2.5,Intel HD
450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,349.0,128,0,2.2,4,1920x1080,Intel Pentium,1.1,Intel HD
451,HP,Omen 15-AX205na,Gaming,15.6,Windows 10,1099.0,128,1024.0,2.2,8,1920x1080,Intel Core,2.8,Nvidia GeForce
452,Dell,Latitude 5480,Notebook,14.0,Windows 10,1179.0,256,0,1.64,8,1920x1080,Intel Core,2.8,Nvidia GeForce
453,Acer,Aspire ES1-572,Notebook,15.6,Linux,441.8,0,500,2.4,4,1366x768,Intel Core,2.5,Intel HD
455,MSI,GV62 7RD-1686NL,Gaming,15.6,Windows 10,1027.74,256,0,2.2,8,1920x1080,Intel Core,2.5,Nvidia GeForce
456,Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,2589.0,512,0,1.25,16,2256x1504,Intel Core,2.5,Intel Iris
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Windows 10,589.0,128,0,1.91,8,1366x768,Intel Core,2.5,Intel HD
458,Dell,Precision 3520,Workstation,15.6,Windows 10,1975.0,256,0,2.17,16,1920x1080,Intel Core,2.7,Nvidia Quadro
459,HP,ProBook 650,Workstation,15.6,Windows 10,1534.0,512,0,2.31,8,1920x1080,Intel Core,2.9,Intel HD
460,Lenovo,ThinkPad T470,Notebook,14.0,Windows 10,1345.0,256,0,1.65,8,1920x1080,Intel Core,2.5,Intel HD
461,Dell,Inspiron 5570,Notebook,15.6,Windows 10,979.0,128,1024.0,2.36,8,1920x1080,Intel Core,1.8,AMD Radeon
462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,Windows 10,479.0,0,500,1.47,4,1366x768,Intel Pentium,1.6,Intel HD
463,Dell,Alienware 17,Notebook,17.3,Windows 10,2046.0,0,1024.0,4.42,8,1920x1080,Intel Core,2.7,Nvidia GeForce
464,Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,989.0,128,0,1.252,4,2256x1504,Intel Core,2.2,Intel HD
465,Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,1799.0,256,0,1.25,8,2256x1504,Intel Core,2.5,Intel Iris
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Windows 10,639.9,256,0,2.5,8,1600x900,Intel Core,2,Intel HD
467,Acer,Aspire E5-576G,Notebook,15.6,Windows 10,544.0,0,1024.0,2.23,4,1920x1080,Intel Core,2,Nvidia GeForce
468,Acer,TravelMate B,Netbook,11.6,Windows 10,435.0,128,0,1.4,4,1366x768,Intel Celeron,1.6,Intel HD
469,Asus,Pro P2540UA-AB51,Notebook,15.6,Windows 10,749.0,0,1024.0,2.37,8,1920x1080,Intel Core,2.5,Intel HD
470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,No OS,799.0,512,0,1.5,8,1920x1080,Intel Core,2.7,AMD Radeon
471,Lenovo,Thinkpad P51,Notebook,15.6,Windows 10,2090.0,256,0,2.67,8,1920x1080,Intel Core,2.9,Nvidia Quadro
472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Windows 10,304.0,0,500,2,4,1366x768,Intel Pentium,1.1,Intel HD
473,Acer,Aspire 5,Notebook,15.6,Windows 10,469.0,0,500,2.2,4,1366x768,Intel Core,2,Nvidia GeForce
474,Dell,Inspiron 5570,Notebook,15.6,Windows 10,759.0,0,2048.0,2.02,8,1920x1080,Intel Core,1.6,AMD Radeon
475,HP,Omen 17-an006nv,Gaming,17.3,Windows 10,1699.0,0,1024.0,3.78,12,1920x1080,Intel Core,2.8,Nvidia GeForce
476,Lenovo,Thinkpad T460s,Ultrabook,14.0,Windows 10,1858.0,256,0,1.4,12,2560x1440,Intel Core,2.6,Intel HD
477,HP,Spectre x360,2 in 1 Convertible,13.3,Windows 10,1999.0,512,0,1.29,8,3840x2160,Intel Core,1.8,Intel UHD
478,HP,ZBook 15u,Notebook,15.6,Windows 10,1154.0,0,500,1.9,8,1920x1080,Intel Core,2.5,AMD FirePro
479,Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,1275.0,128,0,1.1,8,2400x1600,Intel Core,1.2,Intel HD
480,Dell,Latitude 7390,Ultrabook,13.3,Windows 10,1841.85,256,0,1.42,8,1920x1080,Intel Core,1.6,Intel UHD
481,Asus,ZenBook Pro,Notebook,15.6,Windows 10,1299.0,128,1024.0,2.06,12,3840x2160,Intel Core,2.6,Intel HD
482,Dell,Latitude E5470,Notebook,14.0,Windows 10,740.0,128,0,1.79,8,1366x768,Intel Core,2.3,Intel HD
483,Dell,Precision M5520,Workstation,15.6,Windows 10,2408.0,256,0,1.78,8,1920x1080,Intel Core,2.8,Nvidia Quadro
484,Lenovo,Thinkpad T470,Notebook,14.0,Windows 10,1364.0,180,0,1.7,8,1920x1080,Intel Core,2.5,Intel HD
485,Dell,Inspiron 3576,Notebook,15.6,Windows 10,675.0,0,1024.0,2.2,8,1920x1080,Intel Core,1.6,AMD Radeon
486,Toshiba,Portege X30-D-10J,Notebook,13.3,Windows 10,1672.0,256,0,1.05,8,1920x1080,Intel Core,2.5,Intel HD
487,Dell,Inspiron 7570,Notebook,15.6,Windows 10,1262.0,512,0,2.16,8,1920x1080,Intel Core,1.8,Nvidia GeForce
488,Dell,Vostro 3568,Notebook,15.6,Windows 10,586.6,0,1024.0,2.18,4,1366x768,Intel Core,2.4,Intel HD
489,HP,ProBook 430,Notebook,13.3,Windows 10,726.0,128,0,1.49,4,1920x1080,Intel Core,1.6,Intel UHD
491,Lenovo,ThinkPad E570,Notebook,15.6,Windows 10,565.0,128,0,2.3,4,1366x768,Intel Core,2.0,Intel HD
492,Lenovo,ThinkPad E480,Notebook,14.0,Windows 10,1049.0,256,0,1.75,8,1920x1080,Intel Core,1.6,Intel UHD
493,Dell,Precision 3520,Workstation,15.6,Windows 10,2338.0,512,0,2.17,16,1920x1080,Intel Core,2.7,Nvidia Quadro
494,Dell,XPS 15,Notebook,15.6,Windows 10,1899.0,512,0,2.06,16,1920x1080,Intel Core,2.8,Nvidia GeForce
495,Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1798.0,512,0,1.36,16,1920x1080,Intel Core,2.7,Intel HD
496,Asus,Zenbook UX390UA,Ultrabook,12.5,Windows 10,1950.0,512,0,0.91,16,1920x1080,Intel Core,2.7,Intel HD
497,Lenovo,Thinkpad E570,Notebook,15.6,Windows 10,1011.99,256,0,2.3,8,1920x1080,Intel Core,2.5,Nvidia GeForce
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Windows 10,2799.0,512,0,1.05,32,1920x1080,Intel Core,2.7,Intel HD
499,Asus,VivoBook Pro,Gaming,15.6,Windows 10,1350.0,128,1024.0,1.99,8,1920x1080,Intel Core,2.8,Nvidia GeForce
500,Acer,Aspire 5,Notebook,15.6,Windows 10,579.0,0,1024.0,2.2,8,1366x768,AMD A10-Series,2.5,AMD Radeon
501,Asus,Rog G752VL-UH71T,Gaming,17.3,Windows 10,1269.0,256,1024.0,4.33,24,1920x1080,Intel Core,2.6,Nvidia GeForce
502,Lenovo,Thinkpad X260,Ultrabook,12.5,Windows 10,1099.0,180,0,1.3,8,1366x768,Intel Core,2.3,Intel HD
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Windows 10,898.9,256,0,2.17,8,1920x1080,Intel Core,1.8,Intel UHD
504,HP,EliteBook 840,Notebook,14.0,Windows 10,1749.0,1024.0,0,1.48,8,1920x1080,Intel Core,2.8,Intel HD
505,Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,949.0,256,0,1.4,8,1920x1080,Intel Core,2.4,Intel HD
506,Lenovo,ThinkPad L570,Notebook,15.6,Windows 10,911.0,256,0,2.3,8,1920x1080,Intel Core,2.5,Intel HD
508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Windows 10,618.99,256,0,1.91,8,1366x768,Intel Core,2.5,AMD Radeon
509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Windows 10,1599.0,256,0,1.4,8,1920x1080,Intel Core,1.6,Intel UHD
510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Windows 10,299.0,0,500,2.1,4,1366x768,Intel Celeron,1.1,Intel HD
511,Lenovo,Chromebook N23,Netbook,11.6,Chrome OS,265.0,16,0,1.25,4,1366x768,Intel Celeron,1.6,Intel HD
512,Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,949.0,256,0,1.44,8,1920x1080,Intel Core,2.5,Intel HD
513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Windows 10,1224.0,256,1024.0,2,8,1920x1080,Intel Core,2.7,Intel HD
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,Windows 10,613.0,0,1024.0,2.2,4,1920x1080,Intel Core,1.6,Nvidia GeForce
515,HP,Envy 13-AB002nv,Ultrabook,13.3,Windows 10,1323.0,512,0,1.34,8,1920x1080,Intel Core,2.7,Intel HD
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,1149.0,256,1024.0,2.4,8,1920x1080,Intel Core,2.8,Nvidia GeForce
517,Dell,XPS 13,Ultrabook,13.3,Windows 10,899.0,128,0,1.29,8,1920x1080,Intel Core,2.5,Intel HD
518,Acer,Aspire A515-51G,Notebook,15.6,Windows 10,639.0,0,500,2.2,4,1920x1080,Intel Core,2.7,Nvidia GeForce
519,Dell,Vostro 5568,Notebook,15.6,Windows 10,836.0,0,1024.0,2.18,8,1920x1080,Intel Core,2.5,Intel HD
520,Dell,Inspiron 5570,Notebook,15.6,Windows 10,1219.24,256,2048.0,2.2,16,1920x1080,Intel Core,1.8,AMD Radeon
521,Xiaomi,Mi Notebook,Notebook,15.6,No OS,1399.95,256,0,1.95,16,1920x1080,Intel Core,1.8,Nvidia GeForce
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Windows 10,521.47,0,1024.0,2.04,4,1366x768,Intel Core,1.6,Intel UHD
524,Asus,ROG Zephyrus,Gaming,15.6,Windows 10,2968.0,512,0,2.24,24,1920x1080,Intel Core,2.8,Nvidia GeForce
525,HP,Probook 450,Notebook,15.6,Windows 10,889.0,256,0,2.04,8,1920x1080,Intel Core,2.5,Nvidia GeForce
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Windows 10,1504.0,256,1024.0,3,16,1920x1080,Intel Core,2.8,Nvidia GeForce
527,Lenovo,Legion Y720-15IKB,Gaming,15.6,Windows 10,1399.0,256,1024.0,3.2,8,1920x1080,Intel Core,2.8,Nvidia GeForce
528,HP,Spectre X360,Ultrabook,13.3,Windows 10,1399.0,256,0,1.32,8,1920x1080,Intel Core,2.7,Intel HD
529,Dell,Latitude 5480,Notebook,14.0,Windows 10,1279.73,256,0,1.64,8,1920x1080,Intel Core,2.6,Intel HD
530,HP,ProBook 440,Notebook,15.6,Windows 10,689.0,128,0,1.63,4,1366x768,Intel Core,2,Intel HD
531,Dell,Inspiron 5770,Notebook,17.3,Linux,889.0,128,1024.0,2.8,8,1920x1080,Intel Core,1.6,AMD Radeon
532,Lenovo,ThinkPad L470,Notebook,14.0,Windows 7,1340.0,256,0,2.02,8,1920x1080,Intel Core,2.3,Intel HD
533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Windows 10,799.0,0,1024.0,2.2,4,1920x1080,Intel Core,2.7,Nvidia GeForce
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,No OS,459.0,0,2048.0,2.2,8,1366x768,Intel Core,2,Nvidia GeForce
535,Dell,Inspiron 3567,Notebook,15.6,Windows 10,585.0,0,500,2.3,4,1920x1080,Intel Core,2.5,AMD Radeon
536,Dell,Latitude 5580,Notebook,15.6,Windows 10,1377.0,256,0,1.9,8,1920x1080,Intel Core,2.8,Intel HD
537,Dell,Alienware 17,Gaming,17.3,Windows 10,3012.77,128,1024.0,4.42,16,1920x1080,Intel Core,2.8,Nvidia GeForce
538,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,860.0,0,500,2.0,8,1920x1080,Intel Core,2.5,Intel HD
539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Windows 10,1299.0,256,1024.0,2,8,3840x2160,Intel Core,2.7,Nvidia GeForce
540,Mediacom,SmartBook Edge,Notebook,13.3,Windows 10,369.0,32,0,1.2,4,1920x1080,Intel Celeron,1.1,Intel HD
541,Asus,ROG Strix,Gaming,15.6,Windows 10,1649.0,128,1024.0,2.3,8,1920x1080,Intel Core,2.5,Nvidia GeForce
542,Dell,Latitude 5580,Notebook,15.6,Windows 10,1369.0,256,0,1.93,8,1920x1080,Intel Core,2.8,Nvidia GeForce
543,Dell,Inspiron 5570,Notebook,15.6,Windows 10,797.41,256,0,2.2,8,1920x1080,Intel Core,1.6,AMD Radeon
544,HP,250 G6,Notebook,15.6,Windows 10,398.99,256,0,1.86,4,1920x1080,Intel Pentium,1.6,Intel HD
545,HP,Omen 15-ce006nv,Gaming,17.3,Windows 10,1799.0,0,1024.0,2.62,12,1920x1080,Intel Core,2.8,Nvidia GeForce
546,Lenovo,Thinkpad E470,Notebook,14.0,Windows 10,859.0,256,0,1.87,8,1920x1080,Intel Core,2.7,Nvidia GeForce
547,Dell,XPS 13,Ultrabook,13.3,Windows 10,1399.0,256,0,1.2,8,3200x1800,Intel Core,1.8,Intel UHD
548,Dell,Vostro 5468,Notebook,14.0,Windows 10,735.87,128,0,1.6,4,1920x1080,Intel Core,2,Intel HD
549,HP,Envy 13-AB020nr,Ultrabook,13.3,Windows 10,1145.0,256,0,1.34,8,3200x1800,Intel Core,2.7,Intel HD
550,Acer,Aspire 7,Gaming,15.6,Linux,798.0,0,1024.0,2.4,8,1920x1080,Intel Core,2.5,Nvidia GeForce
551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,Windows 10,349.0,0,500,2,4,1366x768,AMD E-Series,1.8,AMD Radeon
552,HP,ProBook 450,Notebook,15.6,Windows 10,705.5,128,0,2.1,4,1920x1080,Intel Core,2.4,Intel HD
553,Lenovo,ThinkPad E470,Notebook,14.0,Windows 10,785.0,0,500,1.87,4,1920x1080,Intel Core,2.5,Intel HD
554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,No OS,462.35,0,1024.0,2.15,4,1920x1080,Intel Core,2.3,Intel HD
555,HP,250 G6,Notebook,15.6,Windows 10,397.0,0,500,1.86,4,1920x1080,Intel Core,2,Intel HD
556,Lenovo,ThinkPad T570,Notebook,15.6,Windows 10,1729.0,512,0,1.99,8,1920x1080,Intel Core,2.7,Intel HD
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,499.0,128,0,2.2,4,1920x1080,Intel Core,2,Intel HD
558,Dell,Latitude 5580,Notebook,15.6,Windows 10,1116.99,256,0,1.9,8,1920x1080,Intel Core,2.5,Intel HD
559,Dell,Alienware 17,Gaming,17.3,Windows 10,2699.0,256,1024.0,4.42,16,1920x1080,Intel Core,2.8,Nvidia GeForce
560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Windows 10,544.15,0,1024.0,2.65,8,1600x900,Intel Core,2,Intel HD
561,HP,ProBook 470,Notebook,17.3,Windows 10,1280.0,0,1024.0,2.63,8,1920x1080,Intel Core,2.7,Nvidia GeForce
562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Linux,224.0,0,500,2,4,1366x768,Intel Celeron,1.1,Intel HD
564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Windows 10,949.0,128,1024.0,2.8,6,1600x900,Intel Core,2.7,Nvidia GeForce
565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,Windows 10,568.9,128,0,1.91,6,1920x1080,AMD A10-Series,2.5,AMD Radeon
566,Dell,Vostro 3568,Notebook,15.6,Windows 10,617.9,0,1024.0,2.18,4,1366x768,Intel Core,2,AMD Radeon
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Windows 10,630.0,128,0,2.05,4,1920x1080,Intel Core,2.7,Intel HD
569,HP,EliteBook 1030,Ultrabook,13.3,Windows 10,1965.0,512,0,1.16,16,3200x1800,Intel Core,1.2,Intel HD
570,Lenovo,Thinkpad P71,Notebook,17.3,Windows 10,2999.0,256,0,3.4,8,1920x1080,Intel Core,2.8,Nvidia Quadro
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,839.0,128,1024.0,2.5,8,1920x1080,Intel Core,2.5,Nvidia GeForce
572,Dell,XPS 13,Ultrabook,13.3,Windows 10,1599.0,128,0,1.21,8,3840x2160,Intel Core,1.6,Intel UHD
573,Dell,Latitude 5580,Notebook,15.6,Windows 10,959.0,0,500,1.93,4,1366x768,Intel Core,2.6,Intel HD
574,Fujitsu,Lifebook A557,Notebook,15.6,Windows 10,739.0,0,1024.0,2.2,8,1366x768,Intel Core,2.5,Intel HD
575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Windows 10,344.0,0,500,2.2,4,1920x1080,Intel Pentium,1.1,Intel HD
576,Lenovo,ThinkPad L470,Notebook,14.0,Windows 10,990.0,0,500,2.02,4,1366x768,Intel Core,2.5,Intel HD
577,HP,ZBook 17,Workstation,17.3,Windows 10,1860.99,0,500,3.14,8,1600x900,Intel Core,2.8,Nvidia Quadro
578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,Windows 10,389.0,0,2048.0,1.94,8,1366x768,Intel Pentium,1.6,Intel HD
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,Windows 10,649.0,256,0,1.95,6,1920x1080,AMD A9-Series,3,AMD Radeon
580,Lenovo,Thinkpad E570,Notebook,15.6,Windows 10,830.0,256,0,2.3,8,1920x1080,Intel Core,2.5,Intel HD
581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Windows 10,685.0,0,500,2.05,4,1920x1080,Intel Core,1.6,Intel HD
582,Mediacom,SmartBook 141,Notebook,14.0,Windows 10,249.0,32,0,1.4,4,1920x1080,Intel Atom,1.44,Intel HD
583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Windows 10,1865.0,512,0,1.24,16,1920x1080,Intel Core,2.7,Intel HD
584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,Windows 10,2663.0,256,1024.0,4.6,32,1920x1080,Intel Core,2.7,Nvidia GeForce
585,MSI,GT73VR Titan,Gaming,17.3,Windows 10,2729.0,512,1024.0,4.14,16,1920x1080,Intel Core,2.9,Nvidia GeForce
586,Dell,Inspiron 3567,Notebook,15.6,Linux,749.01,256,0,2.2,8,1920x1080,Intel Core,2.7,AMD Radeon
587,Mediacom,SmartBook Edge,Notebook,14.0,Windows 10,389.0,32,0,1.45,4,1920x1080,Intel Celeron,1.1,Intel HD
588,Dell,Latitude 5580,Notebook,15.6,Windows 10,1008.52,0,500,1.9,8,1366x768,Intel Core,2.6,Intel HD
589,HP,ProBook 430,Notebook,13.3,Windows 10,719.0,128,0,1.49,4,1920x1080,Intel Core,2.4,Intel HD
590,Dell,Latitude 5580,Notebook,15.6,Windows 10,1537.39,256,0,1.93,16,1920x1080,Intel Core,2.8,Nvidia GeForce
592,MSI,GT80S 6QE,Gaming,17.3,Windows 10,2349.0,128,1024.0,4.5,16,1920x1080,Intel Core,2.7,Nvidia GeForce
593,HP,Omen 17-AN010nv,Gaming,17.3,Windows 10,1498.0,256,1024.0,3.78,16,1920x1080,Intel Core,2.8,Nvidia GeForce
594,Lenovo,Thinkpad T460s,Ultrabook,14.0,Windows 10,1673.0,256,0,1.4,12,1920x1080,Intel Core,2.6,Intel HD
595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Windows 10,609.0,0,1024.0,2.2,12,1366x768,Intel Core,1.8,Intel HD
596,Asus,ROG Strix,Gaming,17.3,Windows 10,1770.0,128,1024.0,2.73,8,1920x1080,Intel Core,2.5,Nvidia GeForce
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Windows 10,739.0,0,1024.0,2.2,8,1366x768,Intel Core,2.5,Intel HD
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,949.0,512,0,2.2,12,1920x1080,AMD A12-Series,3.6,AMD Radeon
599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,Windows 10,603.0,128,0,1.39,4,1366x768,Intel Core,1.0,Intel HD
600,Samsung,Notebook Odyssey,Notebook,15.6,Windows 10,1699.0,128,1024.0,2.5,16,1920x1080,Intel Core,2.8,Nvidia GeForce
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,No OS,529.0,0,500,2.8,4,1920x1080,Intel Core,2,Intel HD
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Windows 10,459.0,0,1024.0,2.29,8,1366x768,Intel Core,2.3,Intel HD
603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,2025.0,512,0,1.37,8,1920x1080,Intel Core,2.7,Intel HD
604,Lenovo,Thinkpad T470p,Notebook,14.0,Windows 10,1474.0,256,0,1.7,8,1920x1080,Intel Core,2.5,Intel HD
